order_id,product_id,unit_price,quantity,discount
1169,186,271.38,1,0.05
1169,104,274.64,2,0.1
1169,27,436.57,4,0.05
1170,311,217.9,5,0.05
1170,168,468.79,4,0.1
1171,141,440.04,8,0.0
1172,27,428.55,4,0.15
1172,455,34.12,8,0.15
1172,889,107.33,7,0.2
1172,762,409.1,2,0.05
1173,936,89.81,4,0.0
1173,593,470.94,10,0.1
1173,742,377.34,6,0.15
1173,529,103.58,2,0.2
1173,125,186.33,5,0.2
1174,968,233.91,1,0.15
1175,410,183.79,5,0.0
1175,985,222.73,5,0.05
1175,879,499.86,2,0.15
1175,103,439.21,1,0.1
1176,47,132.01,10,0.0
1176,145,72.69,3,0.05
1176,868,350.58,1,0.0
1177,822,153.61,10,0.15
1177,215,413.39,7,0.05
1177,888,95.57,9,0.05
1177,758,373.56,3,0.1
1177,677,440.75,2,0.05
1178,510,110.0,7,0.1
1179,637,393.8,6,0.0
1179,329,445.52,1,0.05
1179,30,457.65,1,0.2
1180,781,93.17,2,0.0
1180,613,180.85,4,0.0
1180,740,215.74,2,0.0
1180,538,484.68,8,0.15
1181,451,322.06,5,0.15
1181,138,240.05,5,0.05
1181,878,168.21,9,0.1
1181,618,478.88,2,0.15
1181,829,251.47,10,0.05
1182,225,73.61,3,0.05
1182,528,333.01,2,0.15
1183,909,132.39,5,0.05
1183,630,367.71,5,0.1
1183,108,358.13,8,0.2
1184,530,450.77,6,0.15
1184,592,193.64,3,0.2
1184,905,370.84,1,0.15
1184,274,319.62,4,0.05
1184,779,17.02,1,0.05
1185,407,15.74,8,0.15
1185,331,430.26,4,0.2
1186,463,138.77,8,0.0
1186,220,375.03,9,0.1
1186,465,175.25,3,0.1
1186,637,177.08,8,0.2
1187,680,177.76,9,0.1
1187,99,40.93,6,0.15
1187,685,324.72,9,0.05
1187,877,56.35,8,0.0
1188,564,359.22,3,0.1
1189,464,492.31,2,0.2
1189,447,99.48,9,0.05
1189,567,79.44,4,0.0
1190,752,183.43,10,0.05
1190,763,285.81,9,0.2
1191,820,271.25,9,0.05
1192,171,91.16,10,0.05
1192,384,423.19,3,0.2
1192,163,471.67,10,0.15
1192,103,430.56,5,0.0
1192,697,479.94,7,0.1
1193,923,447.93,8,0.1
1193,535,76.7,5,0.0
1193,996,46.69,9,0.1
1193,432,112.29,10,0.2
1194,61,380.03,3,0.05
1195,843,405.42,4,0.15
1195,165,395.29,7,0.15
1195,783,299.79,4,0.1
1195,996,44.56,5,0.05
1196,127,472.73,3,0.05
1196,744,227.26,5,0.1
1196,758,15.28,2,0.2
1196,600,162.47,2,0.2
1197,238,412.9,9,0.2
1197,677,232.64,2,0.1
1197,449,438.87,1,0.15
1197,306,420.61,5,0.0
1198,437,357.78,8,0.1
1198,600,120.07,2,0.0
1198,173,498.83,10,0.2
1198,898,433.89,4,0.15
1199,432,433.93,5,0.1
1199,59,453.32,9,0.1
1199,654,215.63,5,0.1
1199,108,50.72,2,0.15
1200,600,118.48,7,0.1
1200,507,60.94,8,0.2
1201,858,436.49,7,0.0
1201,580,304.81,10,0.0
1201,385,292.06,2,0.05
1201,622,186.74,10,0.15
1201,532,409.49,1,0.1
1202,873,266.16,7,0.15
1202,472,337.84,1,0.05
1202,588,287.8,1,0.1
1202,885,58.41,7,0.0
1203,870,411.0,6,0.1
1203,913,487.05,4,0.1
1203,260,228.54,1,0.1
1203,368,234.52,5,0.05
1204,572,433.11,6,0.15
1204,790,379.13,3,0.15
1205,342,182.38,9,0.05
1206,849,457.94,2,0.15
1206,314,163.33,8,0.05
1206,104,380.72,4,0.1
1207,360,448.93,3,0.05
1207,346,168.15,2,0.05
1207,826,295.1,9,0.2
1207,449,155.14,9,0.2
1208,408,350.86,4,0.0
1208,634,54.37,10,0.15
1209,150,271.09,7,0.05
1209,734,461.42,2,0.1
1209,349,310.58,2,0.1
1210,454,29.98,9,0.05
1210,846,337.09,5,0.0
1211,230,130.22,4,0.15
1211,854,327.47,4,0.05
1211,712,16.08,4,0.0
1211,225,430.19,8,0.15
1212,570,212.04,9,0.2
1212,565,205.81,10,0.15
1212,582,375.93,6,0.1
1212,197,221.34,6,0.05
1213,554,479.46,3,0.1
1213,366,431.37,4,0.2
1213,79,293.69,2,0.2
1214,549,414.88,4,0.1
1214,322,361.61,9,0.05
1214,108,237.99,10,0.0
1214,827,235.52,8,0.15
1215,447,284.38,9,0.0
1215,67,448.96,8,0.05
1215,977,41.25,6,0.0
1215,176,477.82,5,0.2
1215,23,133.49,1,0.2
1216,442,75.34,7,0.05
1216,722,334.28,5,0.2
1216,783,351.63,5,0.1
1216,966,123.96,9,0.15
1217,785,490.29,10,0.1
1217,553,432.74,10,0.0
1218,602,488.9,10,0.0
1218,123,269.59,3,0.05
1218,794,131.91,10,0.05
1219,31,465.12,2,0.1
1219,665,53.66,7,0.2
1220,825,242.46,6,0.05
1220,418,56.97,6,0.05
1220,391,356.56,5,0.15
1220,714,54.46,5,0.15
1221,233,492.96,2,0.1
1221,360,231.35,2,0.2
1222,21,39.84,9,0.0
1222,901,344.53,2,0.05
1222,621,10.85,9,0.0
1223,335,198.53,1,0.2
1224,384,102.36,10,0.15
1224,880,99.08,4,0.1
1224,72,57.51,3,0.2
1224,979,193.34,3,0.15
1224,177,356.12,3,0.2
1225,834,228.1,10,0.0
1225,839,468.29,2,0.1
1226,111,98.4,9,0.05
1226,358,451.11,8,0.05
1226,700,305.72,10,0.1
1227,951,200.53,8,0.0
1227,675,337.67,2,0.1
1227,562,130.65,3,0.05
1227,852,480.59,8,0.05
1228,43,491.35,8,0.2
1228,367,58.4,9,0.0
1228,61,335.12,6,0.2
1228,939,285.87,9,0.2
1229,776,148.46,3,0.15
1229,560,384.13,5,0.15
1229,659,208.08,7,0.0
1229,206,250.33,8,0.0
1230,575,200.52,8,0.1
1230,496,387.71,1,0.2
1230,625,417.32,4,0.0
1231,914,451.14,9,0.05
1231,602,324.06,1,0.2
1231,766,23.7,5,0.15
1232,361,273.5,7,0.2
1232,988,266.75,3,0.2
1233,698,456.22,2,0.15
1233,716,475.48,4,0.1
1233,46,45.75,4,0.15
1234,585,310.38,1,0.15
1234,656,110.95,2,0.1
1235,927,127.79,6,0.05
1236,847,420.52,1,0.05
1236,234,79.42,4,0.2
1236,381,337.58,7,0.2
1236,940,357.98,5,0.05
1237,420,213.78,7,0.15
1237,707,146.26,4,0.15
1237,11,134.18,1,0.15
1238,713,385.89,3,0.05
1239,653,66.05,3,0.15
1240,188,273.1,3,0.1
1241,292,289.35,2,0.0
1241,550,203.5,4,0.0
1241,294,281.83,8,0.05
1241,877,72.29,1,0.15
1242,112,418.22,3,0.0
1242,115,383.65,2,0.05
1242,235,223.61,6,0.15
1242,39,371.79,8,0.2
1243,679,467.47,4,0.05
1244,45,474.81,6,0.1
1244,583,461.7,6,0.15
1244,15,108.32,1,0.15
1245,157,41.19,3,0.05
1245,970,174.59,8,0.0
1245,299,436.96,2,0.05
1245,518,304.81,5,0.2
1246,147,482.45,1,0.0
1246,561,345.53,7,0.2
1247,18,467.07,6,0.0
1247,634,80.31,2,0.05
1247,738,12.89,1,0.2
1247,174,38.62,7,0.2
1247,742,68.62,4,0.0
1248,559,456.3,10,0.15
1248,76,148.41,10,0.15
1248,21,230.34,4,0.15
1248,665,310.18,6,0.15
1248,844,244.77,3,0.15
1249,901,322.18,3,0.15
1249,369,499.58,3,0.1
1249,230,372.6,7,0.1
1249,148,80.55,8,0.15
1249,294,358.24,9,0.05
1250,129,111.97,7,0.15
1250,861,442.97,8,0.15
1250,642,227.51,7,0.15
1250,362,188.14,6,0.15
1251,741,110.9,4,0.05
1251,543,288.51,10,0.1
1252,562,210.02,5,0.05
1252,884,202.49,8,0.0
1252,783,275.99,8,0.1
1252,812,453.29,10,0.15
1253,205,116.42,9,0.05
1254,960,472.17,1,0.05
1254,530,199.13,3,0.1
1254,443,491.98,10,0.05
1254,185,324.21,10,0.05
1255,422,239.6,3,0.15
1255,325,164.95,10,0.2
1256,693,57.56,2,0.0
1257,9,460.88,1,0.1
1258,321,466.47,6,0.05
1259,981,160.71,2,0.1
1259,219,315.38,6,0.2
1260,487,151.97,2,0.2
1260,347,88.31,3,0.05
1260,721,213.44,9,0.2
1260,180,210.74,9,0.2
1261,717,452.79,2,0.05
1261,288,455.5,2,0.0
1261,707,76.44,7,0.15
1261,869,195.89,3,0.0
1262,705,296.6,3,0.15
1262,838,448.05,8,0.2
1262,372,178.48,6,0.0
1262,954,444.38,2,0.05
1262,452,76.12,5,0.15
1263,114,397.57,4,0.1
1263,958,153.25,2,0.1
1264,819,299.26,3,0.1
1264,507,427.11,4,0.2
1264,17,147.32,9,0.0
1264,637,249.91,3,0.0
1264,913,328.21,5,0.1
1265,444,377.5,8,0.0
1265,346,173.13,1,0.05
1265,42,437.3,10,0.0
1265,280,369.97,1,0.1
1266,205,200.31,5,0.15
1266,927,174.46,9,0.15
1266,482,209.53,6,0.05
1266,390,472.02,5,0.2
1267,501,140.67,8,0.0
1267,289,404.68,6,0.2
1268,24,407.27,2,0.05
1269,182,192.96,3,0.2
1270,798,433.21,1,0.0
1270,90,370.89,6,0.2
1271,160,295.55,8,0.1
1272,628,69.77,3,0.05
1273,191,54.93,2,0.0
1274,811,34.5,2,0.15
1274,703,167.0,9,0.05
1274,239,243.26,4,0.15
1274,216,306.67,3,0.15
1275,750,433.85,1,0.15
1275,693,100.61,1,0.0
1275,607,96.17,4,0.1
1276,900,291.96,4,0.0
1276,556,354.41,2,0.05
1277,869,380.58,4,0.05
1277,330,203.39,10,0.1
1278,423,219.0,6,0.05
1278,519,269.97,5,0.1
1278,656,379.61,2,0.0
1278,293,40.76,6,0.0
1278,224,313.72,7,0.0
1279,13,166.02,6,0.2
1279,763,342.32,2,0.2
1279,691,138.59,6,0.15
1279,91,185.48,8,0.1
1280,308,277.5,4,0.05
1280,782,297.74,1,0.1
1280,501,210.77,8,0.1
1280,321,462.49,7,0.15
1281,464,377.77,7,0.0
1281,157,437.95,6,0.15
1281,146,494.98,3,0.15
1281,756,189.2,7,0.05
1282,608,100.12,2,0.0
1282,969,201.73,3,0.1
1283,203,202.19,5,0.2
1283,23,146.06,4,0.15
1283,510,307.34,8,0.15
1284,971,484.86,1,0.1
1284,873,481.11,2,0.1
1284,164,355.95,10,0.1
1284,500,79.32,9,0.15
1285,427,16.35,5,0.05
1285,503,175.9,5,0.2
1286,627,269.52,6,0.1
1286,125,405.49,3,0.1
1286,614,287.01,8,0.0
1286,133,18.68,6,0.15
1287,215,169.84,4,0.1
1287,968,320.6,8,0.1
1288,349,105.25,3,0.1
1288,592,392.98,10,0.05
1288,813,356.97,10,0.05
1288,340,408.53,4,0.15
1288,716,286.02,1,0.1
1289,902,315.57,2,0.2
1289,98,250.56,10,0.1
1289,394,42.79,7,0.05
1289,769,397.73,5,0.05
1289,152,188.25,1,0.15
1290,229,11.5,6,0.2
1290,649,246.45,3,0.1
1291,497,442.77,4,0.05
1291,322,479.29,10,0.2
1291,620,68.98,1,0.05
1292,819,194.24,1,0.1
1292,517,137.88,3,0.1
1292,290,22.39,7,0.0
1292,255,190.63,3,0.15
1292,810,316.69,9,0.05
1293,455,144.04,5,0.05
1293,777,356.09,8,0.1
1293,322,89.82,3,0.1
1293,111,478.49,2,0.0
1293,960,435.19,9,0.15
1294,146,363.05,9,0.0
1294,323,318.16,6,0.15
1294,852,97.22,10,0.0
1295,332,288.58,9,0.0
1295,580,364.16,3,0.15
1295,775,41.3,2,0.05
1296,105,90.06,4,0.0
1296,536,379.78,6,0.1
1297,423,178.35,2,0.15
1298,559,324.49,7,0.05
1298,64,278.57,2,0.05
1298,538,229.76,2,0.1
1298,427,121.42,1,0.2
1299,54,325.02,4,0.15
1300,44,117.31,4,0.05
1301,513,168.25,7,0.0
1301,328,260.02,5,0.15
1302,686,360.22,7,0.2
1303,42,108.06,1,0.05
1304,597,13.5,2,0.2
1304,504,442.01,9,0.05
1305,218,458.45,10,0.1
1305,156,140.17,6,0.2
1305,550,200.33,4,0.2
1305,8,135.58,4,0.1
1306,403,149.84,1,0.15
1306,123,305.65,9,0.15
1306,667,110.25,2,0.0
1307,824,438.37,4,0.2
1307,110,370.49,5,0.05
1307,761,444.46,5,0.1
1307,956,237.25,4,0.2
1308,223,161.85,4,0.05
1308,524,431.58,4,0.15
1308,25,473.93,7,0.1
1309,401,461.2,8,0.2
1309,617,302.4,4,0.0
1309,772,312.02,1,0.0
1309,170,313.45,1,0.1
1310,311,228.08,10,0.05
1311,55,190.34,4,0.15
1312,78,330.28,5,0.0
1312,287,450.28,5,0.05
1312,428,138.74,4,0.0
1313,902,466.21,8,0.05
1314,116,52.19,4,0.15
1315,712,354.41,8,0.0
1315,571,368.4,3,0.05
1315,280,41.93,7,0.0
1315,277,28.21,7,0.15
1315,24,212.09,1,0.2
1316,673,40.88,5,0.1
1317,208,338.91,4,0.05
1317,822,347.94,1,0.0
1317,274,438.03,7,0.2
1317,25,476.55,8,0.05
1318,294,188.38,10,0.1
1319,841,192.9,6,0.2
1319,484,274.98,6,0.1
1319,558,209.43,10,0.15
1319,168,192.33,6,0.1
1320,834,378.31,8,0.2
1320,689,209.83,7,0.0
1321,260,185.75,8,0.15
1321,907,379.31,3,0.0
1321,141,178.29,3,0.2
1321,341,177.41,3,0.2
1321,947,78.37,4,0.15
1322,844,215.3,2,0.2
1323,43,134.81,9,0.05
1323,533,372.46,6,0.15
1323,107,67.29,6,0.2
1323,590,469.09,9,0.15
1323,5,117.34,6,0.15
1324,232,323.83,8,0.05
1325,734,447.66,9,0.0
1325,1,252.65,2,0.1
1326,774,158.4,4,0.2
1326,416,322.74,4,0.0
1327,32,154.93,4,0.05
1328,69,134.18,2,0.15
1329,678,351.93,5,0.1
1329,413,200.0,4,0.1
1329,11,219.98,10,0.15
1330,608,255.0,6,0.0
1330,43,135.33,8,0.15
1330,696,378.93,2,0.15
1330,504,347.41,10,0.1
1330,33,475.07,8,0.0
1331,40,453.88,8,0.1
1331,986,276.43,2,0.05
1331,500,364.9,2,0.15
1331,778,196.13,6,0.05
1332,481,390.81,8,0.05
1332,36,310.72,2,0.0
1332,331,345.07,10,0.0
1332,318,468.41,8,0.0
1332,566,256.02,8,0.1
1333,398,364.92,5,0.2
1333,821,67.66,9,0.15
1333,948,95.22,8,0.1
1333,549,428.24,1,0.1
1333,670,304.55,7,0.0
1334,992,47.64,8,0.15
1334,858,132.03,7,0.05
1335,45,176.63,10,0.15
1335,310,122.08,8,0.0
1335,188,59.75,3,0.05
1335,229,372.77,10,0.2
1336,449,253.11,7,0.0
1337,920,62.1,8,0.0
1337,711,146.66,9,0.15
1337,378,42.8,2,0.1
1337,651,440.11,6,0.15
1337,557,206.65,4,0.05
1338,25,89.38,10,0.05
1339,457,498.3,6,0.2
1339,676,138.87,2,0.05
1340,424,109.2,5,0.05
1340,119,375.85,7,0.0
1340,574,192.21,9,0.0
1340,41,65.25,5,0.2
1340,238,269.95,5,0.05
1341,943,245.39,4,0.05
1341,250,335.38,8,0.15
1341,882,114.92,3,0.15
1342,649,44.75,3,0.2
1342,643,81.25,2,0.15
1342,555,261.56,2,0.2
1342,880,90.72,7,0.1
1342,824,469.43,5,0.15
1343,771,221.62,6,0.15
1344,198,339.11,6,0.15
1345,621,376.82,3,0.15
1345,857,311.3,9,0.15
1345,888,326.56,3,0.05
1345,231,303.5,5,0.15
1346,444,303.91,7,0.0
1347,87,388.73,1,0.1
1347,722,145.92,5,0.15
1347,914,328.58,6,0.1
1347,796,419.8,10,0.1
1347,150,460.47,8,0.2
1348,396,347.34,9,0.2
1348,776,303.68,10,0.05
1348,893,239.97,2,0.15
1348,860,487.86,9,0.2
1349,647,467.74,5,0.2
1349,65,261.62,6,0.1
1349,258,454.54,10,0.05
1349,645,180.77,5,0.05
1349,275,414.61,9,0.15
1350,271,338.15,4,0.2
1350,613,446.37,3,0.1
1350,435,103.08,6,0.2
1351,329,264.86,2,0.1
1351,210,322.91,4,0.2
1351,818,397.07,6,0.05
1351,474,444.76,8,0.1
1351,596,130.36,8,0.1
1352,471,306.93,5,0.0
1352,551,483.59,9,0.15
1352,350,11.6,4,0.1
1352,150,464.62,8,0.2
1352,261,295.96,5,0.2
1353,431,317.78,8,0.2
1353,204,62.96,7,0.15
1353,273,163.44,3,0.05
1353,53,70.23,1,0.0
1353,438,425.12,5,0.0
1354,549,463.62,7,0.05
1354,275,29.57,10,0.0
1354,131,14.83,6,0.2
1354,803,362.59,5,0.15
1354,99,127.93,4,0.2
1355,585,183.24,4,0.05
1355,770,21.25,10,0.1
1355,274,383.55,3,0.15
1355,951,109.54,10,0.0
1355,566,477.69,2,0.2
1356,998,56.88,7,0.05
1356,277,128.59,10,0.05
1356,829,447.02,4,0.1
1356,498,62.62,4,0.1
1356,128,223.24,10,0.15
1357,219,50.18,8,0.15
1357,238,83.69,7,0.2
1357,103,377.84,1,0.2
1357,868,384.88,4,0.15
1358,809,167.82,8,0.2
1358,897,311.66,8,0.2
1358,537,110.68,3,0.0
1358,351,304.47,7,0.05
1359,213,208.5,4,0.1
1359,224,450.24,7,0.2
1359,322,440.09,1,0.2
1359,362,129.6,2,0.15
1360,399,290.11,6,0.15
1361,503,223.78,8,0.15
1362,448,134.91,4,0.1
1363,934,87.47,4,0.2
1363,267,326.05,10,0.2
1363,491,406.97,1,0.15
1364,50,54.09,3,0.0
1364,779,311.57,9,0.0
1364,235,132.69,9,0.1
1365,153,223.59,3,0.05
1365,301,210.64,3,0.2
1365,146,42.72,2,0.2
1365,880,35.55,3,0.1
1366,482,125.76,4,0.2
1366,965,359.14,2,0.0
1366,434,141.83,3,0.2
1366,917,70.83,8,0.2
1366,172,382.82,3,0.05
1367,955,169.48,3,0.1
1367,192,261.49,1,0.2
1367,252,257.21,1,0.15
1367,806,76.13,1,0.15
1367,9,86.4,3,0.05
1368,855,236.58,8,0.05
1368,377,358.0,4,0.05
1368,588,323.67,1,0.0
1368,802,491.6,3,0.0
1368,286,150.73,9,0.15
1369,564,445.51,8,0.2
1369,555,183.43,10,0.2
1369,744,361.99,7,0.1
1369,414,266.5,7,0.05
1370,879,111.38,10,0.1
1370,512,422.55,2,0.2
1370,130,453.04,7,0.15
1370,825,156.76,1,0.1
1370,38,248.74,1,0.05
1371,794,230.47,10,0.05
1371,654,328.04,5,0.15
1371,769,129.8,1,0.05
1371,151,452.8,5,0.15
1372,478,442.37,8,0.05
1372,730,213.74,1,0.05
1372,477,474.39,2,0.1
1372,381,193.28,6,0.15
1373,909,48.28,5,0.1
1373,670,412.34,9,0.15
1373,894,29.86,8,0.0
1373,444,182.72,4,0.1
1374,170,358.44,5,0.0
1374,12,22.09,4,0.2
1374,104,191.92,8,0.15
1374,150,173.68,10,0.15
1374,763,179.99,6,0.1
1375,53,296.95,8,0.15
1375,821,222.37,9,0.0
1375,530,336.5,9,0.2
1376,69,195.18,8,0.1
1376,992,80.54,4,0.0
1376,158,312.27,5,0.15
1376,956,117.92,1,0.1
1376,845,15.94,3,0.05
1377,583,414.7,3,0.15
1377,199,278.06,5,0.05
1377,428,10.28,2,0.05
1377,819,430.83,5,0.15
1378,225,239.47,3,0.15
1379,82,338.01,6,0.2
1380,872,478.7,10,0.2
1380,481,278.48,6,0.1
1380,979,268.09,10,0.2
1381,826,449.33,4,0.0
1381,609,222.6,5,0.1
1381,797,470.57,5,0.15
1382,53,402.82,5,0.0
1382,975,413.79,9,0.05
1382,606,423.8,4,0.05
1382,308,237.53,3,0.0
1383,518,215.45,6,0.1
1383,372,49.75,3,0.2
1383,423,245.78,2,0.1
1383,761,463.8,1,0.15
1383,410,208.9,7,0.05
1384,485,191.49,5,0.05
1384,32,248.39,8,0.15
1384,342,298.33,7,0.15
1384,961,426.23,5,0.05
1385,824,170.3,7,0.0
1385,169,59.32,2,0.0
1385,345,83.52,7,0.15
1385,164,449.32,3,0.0
1385,613,11.02,3,0.0
1386,299,189.72,6,0.2
1386,864,52.88,3,0.1
1387,103,50.35,1,0.2
1387,40,10.1,4,0.05
1387,597,449.56,8,0.0
1388,608,420.06,2,0.2
1388,299,149.38,2,0.15
1388,631,307.02,5,0.05
1389,99,149.01,7,0.1
1389,509,335.85,8,0.15
1389,622,185.79,9,0.1
1389,230,153.89,7,0.15
1389,706,405.41,4,0.1
1390,216,82.87,3,0.0
1390,247,48.93,10,0.0
1390,473,82.36,8,0.05
1391,741,148.41,6,0.1
1391,76,293.84,8,0.15
1392,126,471.86,9,0.2
1392,953,158.25,4,0.15
1392,660,331.53,6,0.05
1392,685,201.49,6,0.0
1393,33,422.15,5,0.15
1394,833,237.12,7,0.1
1394,510,230.31,6,0.15
1395,982,287.62,3,0.0
1395,938,435.9,3,0.1
1395,770,213.74,8,0.1
1396,44,78.77,9,0.2
1396,906,252.73,5,0.05
1397,428,387.72,6,0.1
1397,40,402.1,6,0.1
1398,108,246.57,9,0.05
1399,152,343.37,9,0.1
1399,341,270.13,9,0.2
1400,949,475.41,1,0.15
1400,627,482.43,10,0.2
1400,202,152.19,8,0.0
1400,446,149.4,1,0.15
1400,789,298.77,2,0.15
1401,952,308.29,4,0.1
1401,475,419.05,4,0.15
1401,937,139.7,1,0.05
1401,906,337.53,10,0.1
1402,272,29.87,8,0.05
1402,5,204.52,7,0.0
1402,544,479.73,5,0.2
1402,235,409.07,9,0.15
1403,514,435.59,5,0.2
1404,509,494.55,4,0.2
1405,295,463.56,7,0.2
1405,799,365.6,3,0.2
1405,119,331.49,1,0.15
1405,876,49.04,4,0.15
1405,241,20.14,3,0.1
1406,674,339.19,7,0.05
1406,300,453.92,4,0.05
1407,100,151.5,9,0.2
1407,784,323.12,2,0.05
1407,955,437.88,1,0.05
1408,798,387.47,5,0.05
1409,784,231.13,2,0.2
1410,477,311.04,2,0.1
1410,524,396.61,6,0.05
1410,126,200.06,4,0.2
1410,493,473.02,1,0.2
1410,685,404.14,2,0.0
1411,150,88.57,9,0.05
1411,351,244.56,6,0.0
1412,874,380.81,2,0.2
1412,399,390.17,7,0.05
1412,812,92.09,10,0.15
1413,766,121.11,8,0.2
1413,715,387.71,7,0.1
1413,69,324.84,4,0.0
1413,1000,27.83,4,0.0
1413,763,289.76,1,0.1
1414,426,13.64,6,0.15
1414,768,51.76,2,0.2
1414,858,265.05,2,0.2
1415,485,281.26,9,0.1
1415,507,68.68,1,0.1
1416,320,412.86,5,0.0
1416,550,430.74,1,0.1
1417,713,409.69,3,0.1
1417,265,176.57,7,0.0
1418,373,156.91,1,0.0
1418,77,490.81,6,0.05
1418,511,358.78,3,0.2
1418,316,305.42,2,0.1
1418,757,65.55,5,0.1
1419,910,292.44,10,0.0
1419,127,123.44,5,0.1
1419,188,422.32,9,0.2
1420,832,359.28,10,0.2
1421,929,155.8,7,0.0
1421,566,162.83,7,0.0
1421,674,332.37,5,0.0
1422,71,475.0,10,0.0
1422,97,62.35,8,0.0
1423,829,62.38,3,0.2
1423,370,470.43,4,0.0
1423,416,173.69,3,0.2
1423,555,353.34,2,0.0
1424,224,92.99,9,0.05
1424,747,494.93,1,0.2
1424,726,438.79,10,0.05
1424,130,251.4,4,0.0
1425,217,104.31,9,0.1
1425,628,178.69,7,0.2
1425,683,211.66,10,0.1
1425,398,141.99,10,0.0
1426,262,10.71,2,0.15
1426,664,299.46,5,0.05
1426,620,292.54,10,0.0
1426,510,483.92,4,0.05
1427,237,499.09,1,0.0
1428,137,480.11,10,0.0
1428,989,329.41,2,0.0
1428,224,212.54,6,0.05
1428,284,229.07,3,0.0
1429,333,333.16,5,0.15
1429,421,334.93,3,0.05
1429,388,200.71,4,0.05
1430,501,33.98,1,0.15
1430,972,237.16,1,0.0
1430,281,376.68,9,0.1
1430,448,109.88,2,0.1
1431,291,96.76,1,0.15
1431,287,394.99,9,0.0
1432,466,230.18,5,0.15
1432,357,482.12,5,0.05
1432,311,245.37,8,0.05
1432,660,18.4,4,0.15
1432,230,198.45,9,0.2
1433,113,363.41,9,0.1
1433,275,348.05,5,0.2
1434,765,40.85,2,0.05
1434,414,450.4,5,0.05
1434,21,381.29,9,0.2
1435,819,317.48,9,0.0
1435,947,83.06,1,0.1
1435,543,386.56,9,0.15
1435,944,288.3,1,0.15
1435,188,104.78,2,0.1
1436,258,297.23,7,0.2
1436,713,286.96,6,0.0
1436,824,196.16,10,0.05
1436,279,446.23,6,0.0
1437,366,128.17,6,0.15
1437,483,121.51,9,0.0
1437,778,347.97,2,0.2
1438,237,434.61,4,0.15
1438,421,212.06,2,0.0
1439,452,115.12,6,0.0
1439,736,27.94,1,0.2
1439,139,210.48,5,0.2
1439,227,446.0,4,0.0
1439,756,177.0,4,0.2
1440,96,404.65,10,0.2
1441,46,347.61,9,0.05
1441,488,332.08,1,0.15
1442,815,444.86,2,0.0
1442,422,256.81,4,0.2
1443,1,180.99,6,0.15
1443,438,282.58,3,0.0
1443,714,372.06,10,0.0
1444,198,86.91,1,0.05
1444,177,105.97,4,0.05
1444,843,74.99,8,0.0
1445,232,67.76,4,0.1
1445,634,317.29,5,0.15
1445,138,85.43,2,0.05
1445,33,242.13,1,0.05
1446,36,345.38,7,0.0
1446,546,51.57,3,0.05
1446,180,45.87,7,0.0
1447,235,140.41,9,0.2
1447,717,443.08,9,0.2
1447,833,450.5,10,0.1
1447,171,444.33,3,0.2
1448,677,218.19,10,0.15
1448,581,146.8,5,0.2
1448,221,114.93,1,0.05
1448,977,208.85,7,0.2
1448,460,237.79,2,0.2
1449,816,350.31,1,0.05
1450,973,203.36,10,0.05
1450,878,35.89,3,0.2
1450,116,439.14,3,0.05
1450,574,454.92,9,0.2
1450,491,276.4,2,0.05
1451,566,55.83,5,0.1
1451,86,278.96,3,0.0
1451,348,219.58,4,0.05
1451,538,403.41,4,0.0
1451,551,263.8,10,0.15
1452,433,363.25,9,0.0
1453,472,145.39,6,0.0
1453,169,26.22,1,0.0
1453,698,389.9,1,0.0
1454,331,90.81,10,0.0
1455,705,103.31,2,0.15
1456,664,376.75,10,0.0
1456,381,362.42,6,0.1
1456,59,195.73,2,0.2
1456,807,326.35,5,0.1
1456,646,88.04,9,0.05
1457,685,250.66,2,0.05
1457,591,96.11,5,0.2
1457,553,314.61,1,0.1
1457,489,195.93,1,0.2
1457,295,223.0,1,0.0
1458,51,130.35,6,0.1
1458,3,53.46,9,0.1
1458,678,269.72,7,0.15
1458,268,285.87,4,0.15
1458,908,83.14,5,0.2
1459,330,334.05,6,0.1
1459,379,412.57,10,0.15
1460,566,360.0,8,0.0
1461,213,429.45,9,0.15
1461,247,312.86,1,0.2
1461,421,391.52,9,0.05
1461,617,71.63,1,0.1
1462,951,69.98,7,0.1
1463,128,371.87,5,0.1
1463,912,481.45,3,0.2
1463,570,474.74,8,0.05
1463,938,262.68,7,0.05
1463,542,268.88,2,0.15
1464,249,42.11,7,0.2
1464,159,342.17,3,0.2
1464,690,290.0,5,0.15
1465,163,440.93,3,0.1
1465,22,363.9,9,0.15
1465,249,114.8,5,0.1
1466,474,437.99,7,0.1
1467,161,193.1,5,0.0
1467,364,101.43,4,0.1
1467,969,176.57,3,0.1
1467,769,103.92,1,0.0
1468,387,147.1,5,0.2
1468,316,292.1,9,0.2
1468,422,458.97,1,0.05
1468,812,368.08,6,0.05
1469,715,491.33,6,0.05
1469,513,238.18,1,0.1
1469,532,28.4,1,0.1
1469,183,127.02,4,0.05
1469,851,485.17,6,0.05
1470,264,69.87,4,0.05
1470,602,404.91,2,0.0
1470,323,358.54,8,0.2
1470,905,238.56,2,0.2
1470,726,33.68,4,0.05
1471,94,116.22,7,0.1
1471,647,499.73,1,0.15
1471,696,428.86,2,0.0
1471,203,459.88,10,0.2
1471,505,253.37,6,0.15
1472,473,480.76,7,0.2
1473,914,112.26,1,0.0
