order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_via,freight,ship_name,ship_city,ship_region,ship_country,order_status,payment_method
798,1766,422,2024-08-23,2024-08-30,2024-08-29,UPS,43.81,"Dean, Wheeler and Williams",Bangalore,Wyoming,India,Delivered,Credit Card
799,2378,500,2024-01-06,2024-01-13,2024-01-08,DHL,60.38,Williams Inc,Toronto,Tennessee,Canada,Processing,Net Banking
800,703,6,2025-04-30,2025-05-10,2025-05-02,UPS,72.77,Martinez-King,Manchester,New Hampshire,UK,Processing,Net Banking
801,4893,132,2026-07-17,2026-07-21,2026-07-18,DHL,93.45,Neal Ltd,Seattle,Georgia,USA,Shipped,UPI
802,4968,481,2023-08-06,2023-08-09,2023-08-07,DHL,97.86,Stanley-Bates,Manchester,Maryland,UK,Processing,UPI
803,1084,496,2024-09-14,2024-09-17,2024-09-19,UPS,52.86,"Haynes, Barnes and Roach",Bangalore,South Carolina,India,Shipped,Net Banking
804,1081,46,2025-09-24,2025-10-02,2025-09-30,DHL,16.1,"Wilson, Wilson and Rodriguez",Toronto,Washington,Canada,Delivered,Debit Card
805,4090,447,2024-05-26,2024-06-02,2024-06-01,DHL,90.77,Strickland PLC,Manchester,Rhode Island,UK,Shipped,Cash
806,2161,265,2024-05-31,2024-06-08,2024-06-04,USPS,77.55,"Ortiz, Martin and Kelley",Bangalore,Minnesota,India,Delivered,Cash
807,3605,28,2024-06-09,2024-06-15,2024-06-11,UPS,8.41,Rivera-Smith,Seattle,Vermont,USA,Shipped,Debit Card
808,3827,224,2026-05-31,2026-06-04,2026-06-04,DHL,98.94,Conley Ltd,New York,Colorado,USA,Processing,Net Banking
809,3750,253,2025-08-28,2025-09-01,2025-09-04,DHL,13.89,Chan Inc,Hyderabad,Georgia,India,Shipped,Debit Card
810,1379,384,2023-12-27,2024-01-03,2024-01-01,FedEx,54.97,"Hall, Hinton and Phillips",Mumbai,Kentucky,India,Processing,Debit Card
811,3412,472,2025-07-13,2025-07-17,2025-07-15,DHL,7.47,Li Inc,Toronto,Arkansas,Canada,Processing,Credit Card
812,3230,192,2024-10-16,2024-10-20,2024-10-23,FedEx,12.7,"Edwards, Rodgers and Davis",London,Mississippi,UK,Processing,Net Banking
813,3720,322,2023-10-02,2023-10-09,2023-10-07,FedEx,67.34,Alvarado and Sons,New York,Alabama,USA,Shipped,UPI
814,4663,67,2024-12-14,2024-12-20,2024-12-21,DHL,35.7,Friedman-Adams,Chicago,Minnesota,USA,Delivered,Credit Card
815,4483,488,2023-12-14,2023-12-23,2023-12-15,UPS,27.81,White-Morales,Vancouver,Mississippi,Canada,Shipped,Credit Card
816,169,437,2025-07-01,2025-07-07,2025-07-03,DHL,66.48,Vaughn-Mendoza,Vancouver,Louisiana,Canada,Processing,Debit Card
817,988,153,2025-05-08,2025-05-18,2025-05-15,UPS,39.11,Wilson Ltd,Vancouver,Tennessee,Canada,Delivered,UPI
818,4200,103,2023-10-22,2023-11-01,2023-10-26,DHL,58.49,Perry PLC,Vancouver,Hawaii,Canada,Shipped,Credit Card
819,3462,416,2025-08-10,2025-08-18,2025-08-15,USPS,13.83,"Kim, Carr and Maxwell",Bangalore,Oregon,India,Processing,UPI
820,3798,347,2026-02-26,2026-03-04,2026-03-04,FedEx,32.62,"Hobbs, Acosta and Snow",Bangalore,Alaska,India,Shipped,Credit Card
821,3913,154,2025-08-11,2025-08-16,2025-08-13,USPS,33.07,Clay Group,London,New York,UK,Delivered,Cash
822,627,470,2023-10-02,2023-10-05,2023-10-07,USPS,44.24,Pena-Smith,Chicago,California,USA,Shipped,Cash
823,2076,182,2026-06-10,2026-06-17,2026-06-15,FedEx,15.82,"Ray, Cunningham and Levine",Chicago,North Dakota,USA,Processing,Net Banking
824,1471,403,2026-05-28,2026-06-02,2026-06-04,FedEx,44.54,"Mills, Haynes and Davis",Toronto,Michigan,Canada,Processing,UPI
825,2572,301,2026-05-15,2026-05-25,2026-05-22,DHL,96.84,Olson Ltd,Vancouver,Washington,Canada,Delivered,Debit Card
826,1517,41,2026-06-07,2026-06-14,2026-06-14,FedEx,5.56,Hernandez-Serrano,New York,Tennessee,USA,Delivered,Credit Card
827,1407,336,2026-03-01,2026-03-11,2026-03-05,DHL,63.76,Schneider and Sons,Vancouver,Arkansas,Canada,Processing,UPI
828,3236,412,2025-09-15,2025-09-22,2025-09-16,FedEx,23.13,Booth-Jones,Hyderabad,New Mexico,India,Delivered,Debit Card
829,220,108,2025-08-24,2025-09-03,2025-08-30,UPS,46.4,Rivera LLC,Mumbai,Massachusetts,India,Processing,Cash
830,1564,45,2023-10-09,2023-10-16,2023-10-16,USPS,45.08,Pierce Group,Toronto,North Carolina,Canada,Delivered,Debit Card
831,1249,379,2025-04-09,2025-04-19,2025-04-13,USPS,60.6,Stevens PLC,Toronto,Kansas,Canada,Delivered,UPI
832,4665,425,2025-06-18,2025-06-27,2025-06-19,FedEx,64.89,West-Wilson,London,Colorado,UK,Processing,Net Banking
833,3406,435,2025-09-02,2025-09-12,2025-09-08,USPS,42.97,"Smith, Powell and Johnson",London,West Virginia,UK,Processing,Cash
834,3997,119,2025-11-21,2025-11-24,2025-11-26,DHL,57.56,Conner PLC,New York,Alabama,USA,Shipped,Net Banking
835,3878,60,2026-04-08,2026-04-18,2026-04-13,USPS,6.98,"Hart, Pena and Bryant",Manchester,Maryland,UK,Shipped,Debit Card
836,3845,177,2025-01-02,2025-01-12,2025-01-04,DHL,92.56,Velasquez Group,Mumbai,Mississippi,India,Processing,Net Banking
837,1075,453,2024-12-19,2024-12-26,2024-12-25,DHL,80.62,"Greene, Moran and Cox",Vancouver,Oklahoma,Canada,Delivered,Cash
838,1698,145,2025-06-24,2025-06-28,2025-06-30,UPS,23.95,Malone and Sons,Toronto,Delaware,Canada,Processing,Net Banking
839,827,407,2023-07-26,2023-08-04,2023-07-30,UPS,57.9,Gallegos-Brandt,London,Michigan,UK,Delivered,UPI
840,2137,183,2024-10-18,2024-10-23,2024-10-20,DHL,45.91,"Brooks, Rodriguez and Prince",Seattle,Oklahoma,USA,Processing,Debit Card
841,989,288,2025-08-25,2025-08-31,2025-08-29,DHL,78.09,"Newton, Ortiz and King",Manchester,Florida,UK,Processing,UPI
842,1239,437,2024-05-22,2024-05-26,2024-05-28,USPS,96.45,Conrad Group,New York,Illinois,USA,Delivered,Credit Card
843,4995,401,2024-06-21,2024-06-25,2024-06-28,FedEx,20.87,Love Inc,Chicago,New Jersey,USA,Delivered,Debit Card
844,2963,81,2025-04-26,2025-05-03,2025-05-02,FedEx,19.66,"Monroe, Chapman and Barton",Vancouver,Arizona,Canada,Shipped,UPI
845,1129,63,2025-06-21,2025-06-27,2025-06-25,UPS,84.31,"Lawrence, Gordon and Maynard",Toronto,New Jersey,Canada,Shipped,UPI
846,2350,259,2023-07-29,2023-08-03,2023-07-30,USPS,39.26,"Williams, Mcconnell and Roberson",Manchester,North Dakota,UK,Processing,Debit Card
847,1242,386,2025-08-11,2025-08-20,2025-08-18,USPS,44.27,Holt and Sons,Hyderabad,North Carolina,India,Shipped,Net Banking
848,4229,407,2024-02-07,2024-02-15,2024-02-08,FedEx,73.17,Sandoval-Obrien,Toronto,Connecticut,Canada,Processing,Credit Card
849,695,174,2024-12-03,2024-12-11,2024-12-07,FedEx,42.36,Barnes-Lynch,Bangalore,North Carolina,India,Delivered,Debit Card
850,4707,30,2026-07-02,2026-07-09,2026-07-06,DHL,91.38,Hill LLC,Vancouver,Wisconsin,Canada,Delivered,UPI
851,4324,313,2024-10-21,2024-10-26,2024-10-27,UPS,89.32,Taylor PLC,Vancouver,New Hampshire,Canada,Processing,Cash
852,3623,358,2026-07-14,2026-07-22,2026-07-21,DHL,13.01,"Evans, Miles and Valencia",Toronto,West Virginia,Canada,Processing,UPI
853,3195,372,2025-11-28,2025-12-03,2025-12-03,FedEx,53.61,Harris PLC,London,South Dakota,UK,Shipped,Cash
854,2792,388,2024-10-16,2024-10-21,2024-10-17,DHL,27.93,Morse-Anderson,Chicago,Utah,USA,Shipped,Net Banking
855,4140,57,2026-04-27,2026-04-30,2026-05-04,DHL,16.76,"Daniels, Walsh and Page",Manchester,Idaho,UK,Processing,Credit Card
856,3677,153,2025-01-20,2025-01-23,2025-01-24,UPS,38.28,Aguilar-Bender,London,Oklahoma,UK,Shipped,Cash
857,1147,366,2025-05-01,2025-05-10,2025-05-06,DHL,54.06,"English, Ferguson and Rich",Hyderabad,Utah,India,Delivered,UPI
858,3722,51,2025-05-09,2025-05-14,2025-05-15,FedEx,13.76,"Rodriguez, James and Brown",Vancouver,Alabama,Canada,Shipped,Debit Card
859,3902,110,2023-10-18,2023-10-28,2023-10-19,USPS,87.84,Christensen-Martin,Manchester,Illinois,UK,Processing,Net Banking
860,3469,226,2024-10-10,2024-10-20,2024-10-16,UPS,53.05,Thomas-Brown,Toronto,Utah,Canada,Shipped,Net Banking
861,1060,496,2024-10-23,2024-10-27,2024-10-29,USPS,8.1,"Johnson, Cervantes and Garcia",Bangalore,Indiana,India,Delivered,Cash
862,3026,472,2026-06-06,2026-06-10,2026-06-11,FedEx,40.11,"Hancock, Newton and Hoffman",Toronto,West Virginia,Canada,Shipped,Credit Card
863,4283,79,2024-07-26,2024-07-30,2024-07-29,DHL,32.93,"Roberts, Beck and House",Manchester,North Carolina,UK,Delivered,Debit Card
864,1165,402,2025-03-16,2025-03-25,2025-03-17,UPS,22.39,"Edwards, Arnold and Smith",Manchester,Nebraska,UK,Processing,Net Banking
865,18,63,2024-08-16,2024-08-24,2024-08-17,USPS,59.44,"Melton, Dalton and Ramos",New York,Illinois,USA,Processing,Net Banking
866,2768,401,2024-07-07,2024-07-16,2024-07-11,USPS,77.36,"Mckinney, Richardson and Chapman",Hyderabad,South Dakota,India,Processing,Net Banking
867,1221,444,2026-02-14,2026-02-22,2026-02-15,UPS,90.52,"Brandt, Phillips and Thompson",Vancouver,Illinois,Canada,Shipped,Cash
868,376,491,2026-06-17,2026-06-27,2026-06-23,UPS,72.18,Rivers Ltd,London,California,UK,Processing,UPI
869,4597,331,2025-09-28,2025-10-02,2025-10-04,FedEx,95.94,Williams-Ramirez,Seattle,Delaware,USA,Processing,Debit Card
870,3899,258,2024-09-05,2024-09-08,2024-09-06,DHL,79.74,Silva LLC,Hyderabad,Florida,India,Delivered,Cash
871,3640,44,2023-07-31,2023-08-08,2023-08-04,FedEx,37.3,Mckinney-Moore,New York,Michigan,USA,Delivered,Net Banking
872,198,441,2024-03-17,2024-03-25,2024-03-21,FedEx,98.08,"Williams, Randolph and Gilbert",London,Massachusetts,UK,Processing,Debit Card
873,2338,74,2026-05-16,2026-05-21,2026-05-19,DHL,95.46,Tyler-Pierce,Seattle,Maryland,USA,Processing,Debit Card
874,483,315,2023-11-13,2023-11-21,2023-11-15,FedEx,33.31,Fox-Krueger,Chicago,Virginia,USA,Delivered,UPI
875,1168,212,2025-10-08,2025-10-16,2025-10-11,FedEx,24.24,"Moore, Daniels and Powell",Toronto,California,Canada,Processing,Cash
876,1938,253,2025-01-15,2025-01-24,2025-01-16,DHL,49.16,Alvarado LLC,London,Iowa,UK,Shipped,Credit Card
877,3967,15,2025-02-02,2025-02-11,2025-02-08,DHL,57.64,Clements PLC,Hyderabad,Maine,India,Processing,Credit Card
878,2018,391,2025-10-24,2025-10-29,2025-10-27,FedEx,85.4,"Colon, Zavala and Smith",Vancouver,New Mexico,Canada,Processing,Debit Card
879,1167,192,2026-05-27,2026-06-01,2026-06-03,USPS,96.33,Allen-May,Mumbai,Minnesota,India,Processing,Net Banking
880,343,1,2026-03-13,2026-03-23,2026-03-20,FedEx,10.72,Fleming LLC,London,Kansas,UK,Shipped,UPI
881,4898,129,2025-03-06,2025-03-15,2025-03-09,DHL,9.32,Scott-Ramsey,Mumbai,Delaware,India,Processing,Cash
882,4613,36,2023-08-30,2023-09-06,2023-08-31,UPS,73.88,Robertson-Hicks,Toronto,North Dakota,Canada,Shipped,Net Banking
883,1728,313,2025-08-17,2025-08-25,2025-08-23,USPS,30.94,Villanueva-Lee,Manchester,Arizona,UK,Processing,UPI
884,2799,108,2025-09-28,2025-10-08,2025-10-03,UPS,66.41,Jackson PLC,London,Colorado,UK,Delivered,Cash
885,3904,3,2025-10-28,2025-10-31,2025-11-03,USPS,77.43,"Jones, Santiago and Ayala",Bangalore,Alabama,India,Processing,Credit Card
886,636,276,2026-06-21,2026-06-24,2026-06-28,DHL,97.34,Harris Ltd,Toronto,Nevada,Canada,Shipped,Cash
887,2933,199,2025-05-29,2025-06-03,2025-06-05,USPS,40.2,Burgess and Sons,Seattle,Tennessee,USA,Delivered,Net Banking
888,77,114,2023-08-28,2023-08-31,2023-09-04,UPS,13.55,"Rivera, Miller and Brown",Manchester,New Jersey,UK,Processing,UPI
889,1812,120,2024-08-17,2024-08-27,2024-08-20,USPS,90.93,Andrews and Sons,New York,Oklahoma,USA,Processing,Cash
890,1713,4,2024-08-27,2024-09-02,2024-09-03,DHL,59.06,Hayes-Sullivan,Toronto,Nebraska,Canada,Shipped,Debit Card
891,4521,100,2024-11-25,2024-11-30,2024-11-26,FedEx,17.11,Nunez-Nichols,Mumbai,Alaska,India,Processing,Debit Card
892,4286,374,2026-04-14,2026-04-21,2026-04-16,DHL,69.66,"Brown, Reese and Williams",Chicago,Washington,USA,Shipped,Credit Card
893,3499,329,2023-11-12,2023-11-15,2023-11-19,USPS,31.03,"Rodriguez, Buchanan and Turner",Manchester,Minnesota,UK,Processing,Cash
894,3823,254,2023-12-04,2023-12-12,2023-12-09,UPS,9.46,James-Short,Chicago,Maine,USA,Shipped,Cash
895,3678,162,2023-09-08,2023-09-11,2023-09-12,FedEx,88.61,Ferguson and Sons,Bangalore,New Mexico,India,Delivered,Debit Card
896,3472,491,2025-03-21,2025-03-25,2025-03-23,DHL,34.53,Choi-Thomas,Hyderabad,Ohio,India,Processing,Credit Card
897,229,246,2026-06-09,2026-06-18,2026-06-16,DHL,84.85,"Brooks, Herring and Spencer",Chicago,Washington,USA,Delivered,Credit Card
898,3880,123,2025-12-01,2025-12-09,2025-12-08,UPS,94.64,Williams PLC,New York,Georgia,USA,Processing,Cash
899,3593,392,2026-02-03,2026-02-07,2026-02-09,FedEx,97.58,"Kelley, Miller and Clark",Toronto,Montana,Canada,Delivered,Net Banking
900,2567,456,2025-01-07,2025-01-11,2025-01-14,USPS,10.2,Whitehead-York,Hyderabad,Indiana,India,Processing,Net Banking
901,539,53,2024-02-29,2024-03-03,2024-03-05,USPS,43.16,Walker LLC,New York,Hawaii,USA,Processing,Net Banking
902,1910,443,2024-05-19,2024-05-22,2024-05-23,USPS,88.59,Lambert PLC,Vancouver,Delaware,Canada,Processing,Credit Card
903,2783,334,2023-10-15,2023-10-18,2023-10-19,FedEx,14.76,"Murray, Dunn and Roberts",London,Wisconsin,UK,Processing,Credit Card
904,4857,405,2023-11-04,2023-11-10,2023-11-09,DHL,38.76,Gonzalez PLC,Mumbai,Kentucky,India,Shipped,Cash
905,3643,96,2025-08-17,2025-08-23,2025-08-19,UPS,34.61,Anderson-Rios,Seattle,Michigan,USA,Shipped,Cash
906,2931,160,2023-12-25,2023-12-30,2023-12-27,DHL,32.65,"Jones, Lee and Tucker",Vancouver,Maine,Canada,Delivered,Cash
907,4805,337,2024-12-14,2024-12-19,2024-12-15,FedEx,45.1,"Torres, Silva and Cunningham",Mumbai,South Carolina,India,Delivered,Debit Card
908,1649,403,2025-02-08,2025-02-12,2025-02-11,USPS,71.0,Jackson-Edwards,Mumbai,Massachusetts,India,Shipped,Cash
909,2713,437,2024-07-01,2024-07-09,2024-07-06,DHL,20.42,"Davidson, Hill and Ward",Manchester,Virginia,UK,Shipped,Credit Card
910,4063,113,2026-06-12,2026-06-15,2026-06-18,UPS,49.32,Humphrey-Ford,Mumbai,Washington,India,Delivered,Debit Card
911,3939,377,2025-01-30,2025-02-07,2025-02-06,USPS,22.5,Tucker-Rodriguez,Toronto,Wyoming,Canada,Delivered,UPI
912,82,38,2026-04-20,2026-04-28,2026-04-21,DHL,46.84,Wilkinson and Sons,Seattle,Rhode Island,USA,Processing,Cash
913,2949,23,2025-11-05,2025-11-08,2025-11-07,UPS,25.8,Gross-Sims,Bangalore,Illinois,India,Shipped,Debit Card
914,2784,434,2023-11-17,2023-11-23,2023-11-19,UPS,85.07,"Welch, Hess and Riley",Hyderabad,Alaska,India,Delivered,Credit Card
915,1125,195,2026-01-24,2026-01-28,2026-01-27,USPS,27.81,Arnold PLC,Bangalore,Indiana,India,Shipped,Debit Card
916,4317,410,2025-11-07,2025-11-16,2025-11-13,UPS,88.86,"Rowe, Diaz and Walker",Seattle,New Mexico,USA,Delivered,Debit Card
917,1571,273,2026-01-23,2026-02-01,2026-01-29,USPS,97.81,Anderson-Mason,Manchester,Washington,UK,Delivered,Credit Card
918,4812,97,2023-12-10,2023-12-17,2023-12-17,UPS,10.06,Shaw-Bates,Bangalore,Montana,India,Shipped,Debit Card
919,4164,496,2026-03-02,2026-03-12,2026-03-04,FedEx,20.91,Todd and Sons,New York,Utah,USA,Shipped,Cash
920,3066,256,2025-06-15,2025-06-25,2025-06-17,USPS,72.99,Knight PLC,Manchester,Hawaii,UK,Shipped,Net Banking
921,2199,298,2026-05-12,2026-05-21,2026-05-18,UPS,90.01,"Dennis, Crosby and Williams",Seattle,Georgia,USA,Shipped,Debit Card
922,3244,112,2025-08-18,2025-08-25,2025-08-22,DHL,29.18,Baker and Sons,Toronto,Iowa,Canada,Delivered,Debit Card
923,689,152,2023-09-27,2023-10-07,2023-10-02,FedEx,49.2,Holmes LLC,London,Texas,UK,Processing,UPI
924,3491,231,2025-03-16,2025-03-26,2025-03-20,USPS,35.12,Keith-Williams,Vancouver,New Mexico,Canada,Shipped,Credit Card
925,1472,227,2026-04-25,2026-05-01,2026-04-28,FedEx,32.98,Padilla PLC,New York,Massachusetts,USA,Processing,Cash
926,4479,330,2026-04-02,2026-04-06,2026-04-09,FedEx,16.27,"Baker, Stephens and Thompson",London,Louisiana,UK,Shipped,Credit Card
927,4474,103,2026-05-03,2026-05-11,2026-05-05,DHL,75.8,Matthews-Villanueva,Manchester,Missouri,UK,Processing,UPI
928,1562,362,2023-11-20,2023-11-25,2023-11-27,DHL,31.78,Bennett-Solomon,London,North Dakota,UK,Shipped,Net Banking
929,3324,421,2025-10-02,2025-10-05,2025-10-06,UPS,26.56,Roth-Reed,Bangalore,Montana,India,Processing,Debit Card
930,3887,120,2025-08-09,2025-08-19,2025-08-15,FedEx,34.74,Shaw and Sons,Vancouver,Rhode Island,Canada,Delivered,Net Banking
931,3422,108,2025-06-05,2025-06-15,2025-06-09,UPS,59.86,Jones Ltd,New York,Hawaii,USA,Delivered,UPI
932,80,256,2024-10-01,2024-10-09,2024-10-04,USPS,70.15,Lopez LLC,Bangalore,Indiana,India,Shipped,Cash
933,2455,167,2026-02-12,2026-02-15,2026-02-17,UPS,97.84,Guerrero Group,Seattle,Virginia,USA,Shipped,Cash
934,4940,468,2024-12-16,2024-12-25,2024-12-20,FedEx,55.78,Olson Group,Bangalore,Washington,India,Delivered,Net Banking
935,890,169,2025-08-05,2025-08-15,2025-08-11,UPS,14.91,"Martin, Whitaker and Johnson",London,Indiana,UK,Processing,Debit Card
936,263,424,2023-09-28,2023-10-08,2023-09-29,FedEx,91.58,"Vargas, Taylor and Hunt",Hyderabad,Florida,India,Shipped,UPI
937,1687,120,2025-12-27,2026-01-03,2026-01-02,FedEx,40.02,Jackson and Sons,New York,Georgia,USA,Delivered,Debit Card
938,2677,441,2025-10-02,2025-10-11,2025-10-06,UPS,55.96,"Costa, Walsh and Johns",Hyderabad,Montana,India,Shipped,Credit Card
939,3187,490,2026-05-15,2026-05-21,2026-05-17,USPS,82.7,Robinson PLC,Bangalore,Maine,India,Processing,Net Banking
940,1301,310,2025-07-24,2025-07-31,2025-07-29,USPS,31.17,Robinson Group,Mumbai,New Mexico,India,Delivered,Debit Card
941,3652,33,2026-02-10,2026-02-19,2026-02-15,DHL,91.48,"Hoover, White and Keller",Mumbai,Georgia,India,Shipped,Net Banking
942,3791,295,2024-09-05,2024-09-08,2024-09-11,USPS,37.94,"Jennings, Nielsen and Carlson",New York,Hawaii,USA,Processing,UPI
943,3204,314,2023-11-06,2023-11-11,2023-11-10,USPS,48.49,Cruz-Rodriguez,Hyderabad,Iowa,India,Processing,Debit Card
944,4659,49,2024-06-01,2024-06-10,2024-06-07,UPS,31.01,"Cohen, Serrano and Jacobs",Seattle,North Dakota,USA,Processing,Cash
945,2392,342,2024-04-23,2024-04-27,2024-04-29,USPS,99.28,"Greene, Rich and Schmidt",Bangalore,New Mexico,India,Processing,Credit Card
946,3021,40,2024-01-21,2024-01-25,2024-01-26,USPS,20.66,Hopkins-Winters,Manchester,Colorado,UK,Delivered,Cash
947,366,237,2025-11-06,2025-11-09,2025-11-07,DHL,75.87,"Banks, Boyd and Wood",Vancouver,Alabama,Canada,Delivered,Net Banking
948,310,6,2023-09-28,2023-10-05,2023-09-29,USPS,51.05,"Patterson, Mays and Olson",Bangalore,Vermont,India,Delivered,Credit Card
949,4493,337,2025-03-06,2025-03-12,2025-03-12,USPS,82.94,"Ballard, Velez and Hood",Toronto,Minnesota,Canada,Delivered,Debit Card
950,148,311,2026-01-02,2026-01-06,2026-01-04,USPS,21.0,Anderson-Woods,London,Connecticut,UK,Processing,Credit Card
951,2239,79,2024-07-18,2024-07-28,2024-07-21,FedEx,89.81,George-Stephens,Hyderabad,Colorado,India,Processing,Debit Card
952,3622,357,2024-08-26,2024-08-29,2024-09-02,DHL,47.18,Fletcher Inc,New York,Illinois,USA,Processing,Credit Card
953,399,396,2026-01-05,2026-01-14,2026-01-12,DHL,91.33,Meyer Group,Hyderabad,North Dakota,India,Delivered,Credit Card
954,132,216,2026-05-04,2026-05-07,2026-05-05,FedEx,25.95,"Brock, Ortiz and Rodriguez",London,Indiana,UK,Delivered,Debit Card
955,1369,23,2025-05-14,2025-05-23,2025-05-19,DHL,58.4,"King, Wyatt and Henderson",New York,Tennessee,USA,Delivered,Cash
956,1697,479,2025-02-10,2025-02-19,2025-02-14,UPS,15.06,Braun-Sanders,Seattle,South Carolina,USA,Shipped,Debit Card
957,123,206,2024-06-03,2024-06-11,2024-06-04,USPS,25.91,"Bowers, Olson and Wood",Toronto,Nebraska,Canada,Processing,UPI
958,3023,23,2025-12-01,2025-12-05,2025-12-03,USPS,98.39,Hinton-Lane,Vancouver,New Mexico,Canada,Delivered,Cash
959,4663,88,2026-07-22,2026-07-29,2026-07-23,UPS,36.54,"Taylor, Shields and Wilson",Manchester,Montana,UK,Processing,UPI
960,3950,35,2024-07-13,2024-07-21,2024-07-14,UPS,52.82,"Avery, Garcia and Romero",Vancouver,New Hampshire,Canada,Processing,Credit Card
961,1906,11,2024-12-29,2025-01-02,2025-01-01,USPS,76.94,"Terry, Mann and Martin",Mumbai,Oklahoma,India,Processing,Credit Card
962,491,71,2026-04-05,2026-04-13,2026-04-09,UPS,40.7,Morrow Group,London,Alabama,UK,Processing,Credit Card
963,1951,473,2026-02-09,2026-02-19,2026-02-15,DHL,35.17,Brown and Sons,London,Nevada,UK,Delivered,Cash
964,3399,332,2025-02-18,2025-02-25,2025-02-25,DHL,37.56,"Johnson, Cruz and Joyce",Seattle,Colorado,USA,Delivered,Cash
965,443,465,2026-03-02,2026-03-08,2026-03-09,USPS,54.54,"Mitchell, Stuart and Brown",Mumbai,Tennessee,India,Delivered,Net Banking
966,50,34,2024-04-20,2024-04-30,2024-04-21,UPS,94.14,Gonzales-Harris,Hyderabad,South Dakota,India,Delivered,Credit Card
967,1423,304,2026-05-08,2026-05-14,2026-05-10,USPS,34.59,Lee-Bowers,New York,North Dakota,USA,Processing,Debit Card
968,2007,218,2025-09-23,2025-09-28,2025-09-28,DHL,59.76,"Hall, Jackson and Johnson",Bangalore,North Dakota,India,Processing,Debit Card
969,2228,442,2024-07-28,2024-08-07,2024-07-29,USPS,20.94,Cantrell Inc,Manchester,Tennessee,UK,Shipped,Net Banking
970,4140,313,2024-09-23,2024-10-02,2024-09-30,FedEx,77.38,Gomez-Foster,Bangalore,Wyoming,India,Shipped,Credit Card
971,2460,305,2026-01-18,2026-01-23,2026-01-23,USPS,49.05,"Smith, Padilla and Calhoun",Bangalore,Illinois,India,Shipped,UPI
972,3074,288,2025-11-22,2025-12-02,2025-11-23,USPS,23.59,"Gallegos, Herman and Bailey",London,Maine,UK,Delivered,Credit Card
973,106,442,2024-09-24,2024-10-02,2024-09-28,USPS,97.2,"Mccarty, Gibson and Powell",Vancouver,Iowa,Canada,Shipped,Net Banking
974,4011,158,2023-07-30,2023-08-03,2023-08-03,USPS,93.55,Russell Inc,Seattle,Kentucky,USA,Delivered,Debit Card
975,3575,491,2025-12-06,2025-12-13,2025-12-13,DHL,71.16,"Phillips, Arroyo and Pratt",Manchester,California,UK,Processing,Net Banking
976,3474,377,2024-08-26,2024-09-01,2024-08-28,DHL,64.94,"Wright, Ramos and Bennett",Toronto,Ohio,Canada,Processing,Credit Card
977,1212,134,2025-08-12,2025-08-22,2025-08-18,UPS,62.2,Todd Group,Bangalore,Wyoming,India,Processing,Debit Card
978,102,60,2026-06-15,2026-06-19,2026-06-21,FedEx,54.26,"Atkins, Olson and Scott",Vancouver,New Jersey,Canada,Delivered,Net Banking
979,1359,425,2025-03-08,2025-03-17,2025-03-11,DHL,74.72,Rhodes and Sons,Manchester,South Dakota,UK,Processing,Credit Card
980,896,326,2024-11-24,2024-12-02,2024-12-01,UPS,93.35,Black-Smith,Bangalore,Nebraska,India,Shipped,UPI
981,53,87,2024-09-04,2024-09-14,2024-09-05,USPS,54.87,Davis-Nunez,Seattle,Kansas,USA,Processing,UPI
982,3531,88,2025-01-04,2025-01-09,2025-01-07,UPS,23.81,"Velazquez, Woods and Gomez",Mumbai,California,India,Delivered,Cash
983,904,231,2025-12-30,2026-01-05,2026-01-01,UPS,81.87,Valentine Ltd,Hyderabad,Louisiana,India,Delivered,UPI
984,3349,226,2024-05-13,2024-05-17,2024-05-20,DHL,13.14,"Gonzalez, Moss and Salas",Hyderabad,New York,India,Delivered,UPI
985,527,176,2024-06-08,2024-06-11,2024-06-13,USPS,68.92,Conley PLC,Bangalore,Iowa,India,Delivered,Credit Card
986,501,137,2025-01-26,2025-01-29,2025-02-01,UPS,54.62,Wilson Inc,Seattle,Georgia,USA,Delivered,Net Banking
987,4940,267,2026-06-06,2026-06-13,2026-06-10,USPS,36.97,Austin-Duran,Vancouver,Texas,Canada,Processing,UPI
988,2583,419,2025-11-10,2025-11-16,2025-11-13,FedEx,97.65,Watson-Stewart,Vancouver,Arizona,Canada,Shipped,Credit Card
989,26,234,2025-12-31,2026-01-09,2026-01-06,FedEx,87.56,White-Duran,Hyderabad,Louisiana,India,Shipped,Debit Card
990,3019,232,2025-09-24,2025-10-04,2025-09-29,FedEx,98.69,Walker-Ray,Toronto,Louisiana,Canada,Shipped,Credit Card
991,2951,448,2023-10-15,2023-10-18,2023-10-22,UPS,62.64,Mendoza-Fernandez,Manchester,North Dakota,UK,Shipped,Cash
992,667,179,2025-09-10,2025-09-19,2025-09-14,USPS,32.92,Dalton-Parsons,Chicago,Minnesota,USA,Delivered,Debit Card
993,4261,449,2025-07-02,2025-07-05,2025-07-04,DHL,84.07,"Holmes, Stewart and Smith",Toronto,Delaware,Canada,Processing,Net Banking
994,1377,459,2026-06-04,2026-06-14,2026-06-05,UPS,25.11,Carpenter-Nguyen,Toronto,Indiana,Canada,Processing,Credit Card
995,865,223,2026-02-28,2026-03-03,2026-03-02,DHL,25.94,Dunn and Sons,Manchester,Kentucky,UK,Shipped,Net Banking
